4, 3, 2, 7, 8, 2, 3, 1, 
7, 3, 2, 4, 8, 2, 3, 1, 
3, 3, 2, 4, 8, 2, 7, 1, 
2, 3, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
3, 2, 3, 4, 8, 2, 7, 1, 
